dataset,freq,age,sex,indic_il,unit,geo,time,value,status
ilc_di03,A,Y_LT6,M,MEI_E,EUR,LU,2019,36558,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,HU,2014,4268,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,HU,2019,6487,b
ilc_di03,A,Y_LT6,M,MEI_E,EUR,MT,2014,14141,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,MT,2019,16935,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,NL,2014,23137,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,NL,2019,27638,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,AT,2014,21625,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,AT,2019,23328,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,PL,2014,5842,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,PL,2019,8464,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,PT,2014,9541,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,PT,2019,12092,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,RO,2014,2299,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,RO,2019,4612,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,SI,2014,12622,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,SI,2019,14642,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,SK,2014,7001,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,SK,2019,7481,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,FI,2014,24294,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,FI,2019,25781,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,SE,2014,26379,
ilc_di03,A,Y_LT6,M,MEI_E,EUR,SE,2019,23294,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,BE,2014,23007,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,BE,2019,24886,b
ilc_di03,A,Y_LT6,M,MEI_E,NAC,BG,2014,6920,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,BG,2019,10673,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,CZ,2014,221542,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,CZ,2019,273498,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,DK,2014,227237,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,DK,2019,242608,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,DE,2014,21692,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,DE,2019,24832,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,EE,2014,9697,b
ilc_di03,A,Y_LT6,M,MEI_E,NAC,EE,2019,13843,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,IE,2014,23489,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,IE,2019,28048,b
ilc_di03,A,Y_LT6,M,MEI_E,NAC,EL,2014,8849,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,EL,2019,9215,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,ES,2014,14158,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,ES,2019,15830,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,FR,2014,21722,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,FR,2019,22823,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,HR,2014,43861,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,HR,2019,63213,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,IT,2014,16427,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,IT,2019,18042,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,CY,2014,17289,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,CY,2019,19277,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,LV,2014,6361,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,LV,2019,10867,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,LT,2014,23247,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,LT,2019,8712,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,LU,2014,36725,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,LU,2019,36558,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,HU,2014,1266950,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,HU,2019,2068654,b
ilc_di03,A,Y_LT6,M,MEI_E,NAC,MT,2014,14141,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,MT,2019,16935,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,NL,2014,23137,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,NL,2019,27638,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,AT,2014,21625,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,AT,2019,23328,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,PL,2014,24520,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,PL,2019,36070,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,PT,2014,9541,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,PT,2019,12092,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,RO,2014,10158,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,RO,2019,21465,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,SI,2014,12622,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,SI,2019,14642,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,SK,2014,7001,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,SK,2019,7481,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,FI,2014,24294,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,FI,2019,25781,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,SE,2014,228216,
ilc_di03,A,Y_LT6,M,MEI_E,NAC,SE,2019,238961,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,BE,2014,20766,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,BE,2019,22350,b
ilc_di03,A,Y_LT6,M,MEI_E,PPS,BG,2014,7217,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,BG,2019,10815,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,CZ,2014,12407,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,CZ,2019,14974,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,DK,2014,21858,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,DK,2019,23707,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,DE,2014,21124,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,DE,2019,23965,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,EE,2014,12417,b
ilc_di03,A,Y_LT6,M,MEI_E,PPS,EE,2019,17200,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,IE,2014,19292,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,IE,2019,21727,b
ilc_di03,A,Y_LT6,M,MEI_E,PPS,EL,2014,9995,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,EL,2019,10980,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,ES,2014,15147,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,ES,2019,17049,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,FR,2014,19784,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,FR,2019,20709,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,HR,2014,8453,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,HR,2019,12519,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,IT,2014,15901,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,IT,2019,17972,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,CY,2014,18924,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,CY,2019,22100,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,LV,2014,8950,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,LV,2019,14642,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,LT,2014,10603,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,LT,2019,13217,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,LU,2014,30251,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,LU,2019,29106,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,HU,2014,7149,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,HU,2019,10375,b
ilc_di03,A,Y_LT6,M,MEI_E,PPS,MT,2014,17319,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,MT,2019,20503,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,NL,2014,20827,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,NL,2019,24669,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,AT,2014,20182,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,AT,2019,21477,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,PL,2014,10465,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,PL,2019,14655,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,PT,2014,11740,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,PT,2019,13997,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,RO,2014,4282,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,RO,2019,8789,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,SI,2014,15185,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,SI,2019,17313,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,SK,2014,10081,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,SK,2019,9678,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,FI,2014,19730,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,FI,2019,21100,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,SE,2014,19938,
ilc_di03,A,Y_LT6,M,MEI_E,PPS,SE,2019,19429,
ilc_di03,A,Y_LT6,M,MED_E,EUR,BE,2014,22143,
ilc_di03,A,Y_LT6,M,MED_E,EUR,BE,2019,25400,b
ilc_di03,A,Y_LT6,M,MED_E,EUR,BG,2014,3005,
ilc_di03,A,Y_LT6,M,MED_E,EUR,BG,2019,4345,
ilc_di03,A,Y_LT6,M,MED_E,EUR,CZ,2014,7489,
ilc_di03,A,Y_LT6,M,MED_E,EUR,CZ,2019,9887,
ilc_di03,A,Y_LT6,M,MED_E,EUR,DK,2014,30060,
ilc_di03,A,Y_LT6,M,MED_E,EUR,DK,2019,31094,
ilc_di03,A,Y_LT6,M,MED_E,EUR,DE,2014,19176,
ilc_di03,A,Y_LT6,M,MED_E,EUR,DE,2019,23786,
ilc_di03,A,Y_LT6,M,MED_E,EUR,EE,2014,8492,b
ilc_di03,A,Y_LT6,M,MED_E,EUR,EE,2019,12339,
ilc_di03,A,Y_LT6,M,MED_E,EUR,IE,2014,20968,
ilc_di03,A,Y_LT6,M,MED_E,EUR,IE,2019,24579,b
ilc_di03,A,Y_LT6,M,MED_E,EUR,EL,2014,7353,
ilc_di03,A,Y_LT6,M,MED_E,EUR,EL,2019,7886,
ilc_di03,A,Y_LT6,M,MED_E,EUR,ES,2014,12635,
ilc_di03,A,Y_LT6,M,MED_E,EUR,ES,2019,13994,
ilc_di03,A,Y_LT6,M,MED_E,EUR,FR,2014,20374,
ilc_di03,A,Y_LT6,M,MED_E,EUR,FR,2019,21144,
ilc_di03,A,Y_LT6,M,MED_E,EUR,HR,2014,5596,
ilc_di03,A,Y_LT6,M,MED_E,EUR,HR,2019,7623,
ilc_di03,A,Y_LT6,M,MED_E,EUR,IT,2014,14946,
ilc_di03,A,Y_LT6,M,MED_E,EUR,IT,2019,15266,
ilc_di03,A,Y_LT6,M,MED_E,EUR,CY,2014,15169,
ilc_di03,A,Y_LT6,M,MED_E,EUR,CY,2019,15366,
ilc_di03,A,Y_LT6,M,MED_E,EUR,LV,2014,5208,
ilc_di03,A,Y_LT6,M,MED_E,EUR,LV,2019,9421,
ilc_di03,A,Y_LT6,M,MED_E,EUR,LT,2014,5008,
ilc_di03,A,Y_LT6,M,MED_E,EUR,LT,2019,6880,
ilc_di03,A,Y_LT6,M,MED_E,EUR,LU,2014,31425,
ilc_di03,A,Y_LT6,M,MED_E,EUR,LU,2019,30424,
ilc_di03,A,Y_LT6,M,MED_E,EUR,HU,2014,3810,
ilc_di03,A,Y_LT6,M,MED_E,EUR,HU,2019,6131,b
ilc_di03,A,Y_LT6,M,MED_E,EUR,MT,2014,13184,
ilc_di03,A,Y_LT6,M,MED_E,EUR,MT,2019,16233,
ilc_di03,A,Y_LT6,M,MED_E,EUR,NL,2014,22168,
ilc_di03,A,Y_LT6,M,MED_E,EUR,NL,2019,25322,
ilc_di03,A,Y_LT6,M,MED_E,EUR,AT,2014,20690,
ilc_di03,A,Y_LT6,M,MED_E,EUR,AT,2019,21924,
ilc_di03,A,Y_LT6,M,MED_E,EUR,PL,2014,4951,
ilc_di03,A,Y_LT6,M,MED_E,EUR,PL,2019,7233,
ilc_di03,A,Y_LT6,M,MED_E,EUR,PT,2014,8251,
ilc_di03,A,Y_LT6,M,MED_E,EUR,PT,2019,10373,
ilc_di03,A,Y_LT6,M,MED_E,EUR,RO,2014,1871,
ilc_di03,A,Y_LT6,M,MED_E,EUR,RO,2019,3818,
ilc_di03,A,Y_LT6,M,MED_E,EUR,SI,2014,12002,
ilc_di03,A,Y_LT6,M,MED_E,EUR,SI,2019,13727,
ilc_di03,A,Y_LT6,M,MED_E,EUR,SK,2014,6392,
ilc_di03,A,Y_LT6,M,MED_E,EUR,SK,2019,7241,
ilc_di03,A,Y_LT6,M,MED_E,EUR,FI,2014,22597,
ilc_di03,A,Y_LT6,M,MED_E,EUR,FI,2019,23370,
ilc_di03,A,Y_LT6,M,MED_E,EUR,SE,2014,25752,
ilc_di03,A,Y_LT6,M,MED_E,EUR,SE,2019,22380,
ilc_di03,A,Y_LT6,M,MED_E,NAC,BE,2014,22143,
ilc_di03,A,Y_LT6,M,MED_E,NAC,BE,2019,25400,b
ilc_di03,A,Y_LT6,M,MED_E,NAC,BG,2014,5878,
ilc_di03,A,Y_LT6,M,MED_E,NAC,BG,2019,8498,
ilc_di03,A,Y_LT6,M,MED_E,NAC,CZ,2014,194571,
ilc_di03,A,Y_LT6,M,MED_E,NAC,CZ,2019,253562,
ilc_di03,A,Y_LT6,M,MED_E,NAC,DK,2014,224187,
ilc_di03,A,Y_LT6,M,MED_E,NAC,DK,2019,231750,
ilc_di03,A,Y_LT6,M,MED_E,NAC,DE,2014,19176,
ilc_di03,A,Y_LT6,M,MED_E,NAC,DE,2019,23786,
ilc_di03,A,Y_LT6,M,MED_E,NAC,EE,2014,8492,b
ilc_di03,A,Y_LT6,M,MED_E,NAC,EE,2019,12339,
ilc_di03,A,Y_LT6,M,MED_E,NAC,IE,2014,20968,
ilc_di03,A,Y_LT6,M,MED_E,NAC,IE,2019,24579,b
ilc_di03,A,Y_LT6,M,MED_E,NAC,EL,2014,7353,
ilc_di03,A,Y_LT6,M,MED_E,NAC,EL,2019,7886,
ilc_di03,A,Y_LT6,M,MED_E,NAC,ES,2014,12635,
ilc_di03,A,Y_LT6,M,MED_E,NAC,ES,2019,13994,
ilc_di03,A,Y_LT6,M,MED_E,NAC,FR,2014,20374,
ilc_di03,A,Y_LT6,M,MED_E,NAC,FR,2019,21144,
ilc_di03,A,Y_LT6,M,MED_E,NAC,HR,2014,42165,
ilc_di03,A,Y_LT6,M,MED_E,NAC,HR,2019,57439,
ilc_di03,A,Y_LT6,M,MED_E,NAC,IT,2014,14946,
ilc_di03,A,Y_LT6,M,MED_E,NAC,IT,2019,15266,
ilc_di03,A,Y_LT6,M,MED_E,NAC,CY,2014,15169,
ilc_di03,A,Y_LT6,M,MED_E,NAC,CY,2019,15366,
ilc_di03,A,Y_LT6,M,MED_E,NAC,LV,2014,5208,
ilc_di03,A,Y_LT6,M,MED_E,NAC,LV,2019,9421,
ilc_di03,A,Y_LT6,M,MED_E,NAC,LT,2014,17293,
ilc_di03,A,Y_LT6,M,MED_E,NAC,LT,2019,6880,
ilc_di03,A,Y_LT6,M,MED_E,NAC,LU,2014,31425,
ilc_di03,A,Y_LT6,M,MED_E,NAC,LU,2019,30424,
ilc_di03,A,Y_LT6,M,MED_E,NAC,HU,2014,1131052,
ilc_di03,A,Y_LT6,M,MED_E,NAC,HU,2019,1954964,b
ilc_di03,A,Y_LT6,M,MED_E,NAC,MT,2014,13184,
ilc_di03,A,Y_LT6,M,MED_E,NAC,MT,2019,16233,
ilc_di03,A,Y_LT6,M,MED_E,NAC,NL,2014,22168,
ilc_di03,A,Y_LT6,M,MED_E,NAC,NL,2019,25322,
ilc_di03,A,Y_LT6,M,MED_E,NAC,AT,2014,20690,
ilc_di03,A,Y_LT6,M,MED_E,NAC,AT,2019,21924,
ilc_di03,A,Y_LT6,M,MED_E,NAC,PL,2014,20781,
ilc_di03,A,Y_LT6,M,MED_E,NAC,PL,2019,30823,
ilc_di03,A,Y_LT6,M,MED_E,NAC,PT,2014,8251,
ilc_di03,A,Y_LT6,M,MED_E,NAC,PT,2019,10373,
ilc_di03,A,Y_LT6,M,MED_E,NAC,RO,2014,8268,
ilc_di03,A,Y_LT6,M,MED_E,NAC,RO,2019,17769,
ilc_di03,A,Y_LT6,M,MED_E,NAC,SI,2014,12002,
ilc_di03,A,Y_LT6,M,MED_E,NAC,SI,2019,13727,
ilc_di03,A,Y_LT6,M,MED_E,NAC,SK,2014,6392,
ilc_di03,A,Y_LT6,M,MED_E,NAC,SK,2019,7241,
ilc_di03,A,Y_LT6,M,MED_E,NAC,FI,2014,22597,
ilc_di03,A,Y_LT6,M,MED_E,NAC,FI,2019,23370,
ilc_di03,A,Y_LT6,M,MED_E,NAC,SE,2014,222794,
ilc_di03,A,Y_LT6,M,MED_E,NAC,SE,2019,229580,
ilc_di03,A,Y_LT6,M,MED_E,PPS,BE,2014,19986,
ilc_di03,A,Y_LT6,M,MED_E,PPS,BE,2019,22812,b
ilc_di03,A,Y_LT6,M,MED_E,PPS,BG,2014,6130,
ilc_di03,A,Y_LT6,M,MED_E,PPS,BG,2019,8611,
ilc_di03,A,Y_LT6,M,MED_E,PPS,CZ,2014,10897,
ilc_di03,A,Y_LT6,M,MED_E,PPS,CZ,2019,13882,
ilc_di03,A,Y_LT6,M,MED_E,PPS,DK,2014,21564,
ilc_di03,A,Y_LT6,M,MED_E,PPS,DK,2019,22646,
ilc_di03,A,Y_LT6,M,MED_E,PPS,DE,2014,18673,
ilc_di03,A,Y_LT6,M,MED_E,PPS,DE,2019,22955,
ilc_di03,A,Y_LT6,M,MED_E,PPS,EE,2014,10874,b
ilc_di03,A,Y_LT6,M,MED_E,PPS,EE,2019,15331,
ilc_di03,A,Y_LT6,M,MED_E,PPS,IE,2014,17221,
ilc_di03,A,Y_LT6,M,MED_E,PPS,IE,2019,19039,b
ilc_di03,A,Y_LT6,M,MED_E,PPS,EL,2014,8305,
ilc_di03,A,Y_LT6,M,MED_E,PPS,EL,2019,9396,
ilc_di03,A,Y_LT6,M,MED_E,PPS,ES,2014,13517,
ilc_di03,A,Y_LT6,M,MED_E,PPS,ES,2019,15071,
ilc_di03,A,Y_LT6,M,MED_E,PPS,FR,2014,18556,
ilc_di03,A,Y_LT6,M,MED_E,PPS,FR,2019,19185,
ilc_di03,A,Y_LT6,M,MED_E,PPS,HR,2014,8126,
ilc_di03,A,Y_LT6,M,MED_E,PPS,HR,2019,11375,
ilc_di03,A,Y_LT6,M,MED_E,PPS,IT,2014,14467,
ilc_di03,A,Y_LT6,M,MED_E,PPS,IT,2019,15206,
ilc_di03,A,Y_LT6,M,MED_E,PPS,CY,2014,16604,
ilc_di03,A,Y_LT6,M,MED_E,PPS,CY,2019,17617,
ilc_di03,A,Y_LT6,M,MED_E,PPS,LV,2014,7327,
ilc_di03,A,Y_LT6,M,MED_E,PPS,LV,2019,12694,
ilc_di03,A,Y_LT6,M,MED_E,PPS,LT,2014,7887,
ilc_di03,A,Y_LT6,M,MED_E,PPS,LT,2019,10437,
ilc_di03,A,Y_LT6,M,MED_E,PPS,LU,2014,25886,
ilc_di03,A,Y_LT6,M,MED_E,PPS,LU,2019,24222,
ilc_di03,A,Y_LT6,M,MED_E,PPS,HU,2014,6382,
ilc_di03,A,Y_LT6,M,MED_E,PPS,HU,2019,9805,b
ilc_di03,A,Y_LT6,M,MED_E,PPS,MT,2014,16147,
ilc_di03,A,Y_LT6,M,MED_E,PPS,MT,2019,19653,
ilc_di03,A,Y_LT6,M,MED_E,PPS,NL,2014,19955,
ilc_di03,A,Y_LT6,M,MED_E,PPS,NL,2019,22602,
ilc_di03,A,Y_LT6,M,MED_E,PPS,AT,2014,19309,
ilc_di03,A,Y_LT6,M,MED_E,PPS,AT,2019,20184,
ilc_di03,A,Y_LT6,M,MED_E,PPS,PL,2014,8869,
ilc_di03,A,Y_LT6,M,MED_E,PPS,PL,2019,12523,
ilc_di03,A,Y_LT6,M,MED_E,PPS,PT,2014,10152,
ilc_di03,A,Y_LT6,M,MED_E,PPS,PT,2019,12007,
ilc_di03,A,Y_LT6,M,MED_E,PPS,RO,2014,3485,
ilc_di03,A,Y_LT6,M,MED_E,PPS,RO,2019,7275,
ilc_di03,A,Y_LT6,M,MED_E,PPS,SI,2014,14439,
ilc_di03,A,Y_LT6,M,MED_E,PPS,SI,2019,16231,
ilc_di03,A,Y_LT6,M,MED_E,PPS,SK,2014,9204,
ilc_di03,A,Y_LT6,M,MED_E,PPS,SK,2019,9366,
ilc_di03,A,Y_LT6,M,MED_E,PPS,FI,2014,18352,
ilc_di03,A,Y_LT6,M,MED_E,PPS,FI,2019,19126,
ilc_di03,A,Y_LT6,M,MED_E,PPS,SE,2014,19464,
ilc_di03,A,Y_LT6,M,MED_E,PPS,SE,2019,18666,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,BE,2014,21866,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,BE,2019,25123,b
ilc_di03,A,Y_LT6,F,MEI_E,EUR,BG,2014,3466,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,BG,2019,5393,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,CZ,2014,8804,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,CZ,2019,10349,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,DK,2014,31890,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,DK,2019,33599,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,DE,2014,20754,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,DE,2019,25688,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,EE,2014,11036,b
ilc_di03,A,Y_LT6,F,MEI_E,EUR,EE,2019,13978,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,IE,2014,24149,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,IE,2019,28615,b
ilc_di03,A,Y_LT6,F,MEI_E,EUR,EL,2014,9116,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,EL,2019,10010,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,ES,2014,14928,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,ES,2019,15364,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,FR,2014,21106,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,FR,2019,23231,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,HR,2014,5414,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,HR,2019,8595,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,IT,2014,16080,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,IT,2019,17314,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,CY,2014,16630,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,CY,2019,19346,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,LV,2014,7010,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,LV,2019,11610,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,LT,2014,6252,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,LT,2019,9050,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,LU,2014,36105,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,LU,2019,41649,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,HU,2014,4429,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,HU,2019,6380,b
ilc_di03,A,Y_LT6,F,MEI_E,EUR,MT,2014,14620,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,MT,2019,17439,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,NL,2014,23135,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,NL,2019,27169,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,AT,2014,21076,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,AT,2019,23880,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,PL,2014,6175,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,PL,2019,8441,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,PT,2014,9254,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,PT,2019,11649,
ilc_di03,A,Y_LT6,F,MEI_E,EUR,RO,2014,2269,
